Variable,Value
Total Speeches,763.0
Mean Char Count,3383.806028833552
Median Char Count,3339.0
Min Char Count,83.0
Max Char Count,14418.0
SD Char Count,2213.0124571619917
Min Year,1996.0
Max Year,2023.0
