Variable,Value
Total Speeches,19.0
Mean Char Count,1620.1052631578948
Median Char Count,1349.0
Min Char Count,314.0
Max Char Count,3079.0
SD Char Count,985.6927002951805
Min Year,1999.0
Max Year,2023.0
