Variable,Value
Total Speeches,365.0
Mean Char Count,1203.227397260274
Median Char Count,980.0
Min Char Count,204.0
Max Char Count,4727.0
SD Char Count,737.4949434097974
Min Year,2004.0
Max Year,2023.0
