Variable,Value
Total Speeches,71.0
Mean Char Count,2350.3802816901407
Median Char Count,2202.0
Min Char Count,289.0
Max Char Count,8689.0
SD Char Count,1548.9305099805126
Min Year,2000.0
Max Year,2023.0
