Variable,Value
Total Speeches,243.0
Mean Char Count,2302.19341563786
Median Char Count,1878.0
Min Char Count,271.0
Max Char Count,17301.0
SD Char Count,1646.8316536591278
Min Year,2002.0
Max Year,2023.0
