Variable,Value
Total Speeches,80.0
Mean Char Count,2185.725
Median Char Count,2129.5
Min Char Count,511.0
Max Char Count,4285.0
SD Char Count,943.182841650976
Min Year,2000.0
Max Year,2023.0
