Variable,Value
Total Speeches,612.0
Mean Char Count,3286.906862745098
Median Char Count,2954.5
Min Char Count,265.0
Max Char Count,17898.0
SD Char Count,2103.9821731099837
Min Year,2000.0
Max Year,2023.0
