Variable,Value
Total Speeches,55.0
Mean Char Count,1295.0363636363636
Median Char Count,1120.0
Min Char Count,178.0
Max Char Count,4277.0
SD Char Count,793.8237971208855
Min Year,2006.0
Max Year,2023.0
