Variable,Value
Total Speeches,82.0
Mean Char Count,1660.7439024390244
Median Char Count,1631.5
Min Char Count,444.0
Max Char Count,3644.0
SD Char Count,678.036395304428
Min Year,2003.0
Max Year,2023.0
