Variable,Value
Total Speeches,449.0
Mean Char Count,2414.5924276169267
Median Char Count,2031.0
Min Char Count,291.0
Max Char Count,12901.0
SD Char Count,1188.1080082709364
Min Year,1986.0
Max Year,2023.0
