Variable,Value
Total Speeches,9544.0
Mean Char Count,2840.5699916177705
Median Char Count,2512.5
Min Char Count,142.0
Max Char Count,20517.0
SD Char Count,1729.0764584804388
Min Year,1996.0
Max Year,2023.0
