Variable,Value
Total Speeches,254.0
Mean Char Count,995.9212598425197
Median Char Count,863.0
Min Char Count,328.0
Max Char Count,6158.0
SD Char Count,608.9139311870467
Min Year,2010.0
Max Year,2016.0
