Variable,Value
Total Speeches,699.0
Mean Char Count,1990.2217453505007
Median Char Count,1835.0
Min Char Count,423.0
Max Char Count,6472.0
SD Char Count,938.41807435555
Min Year,1996.0
Max Year,2023.0
