Variable,Value
Total Speeches,146.0
Mean Char Count,2086.082191780822
Median Char Count,1853.0
Min Char Count,376.0
Max Char Count,11362.0
SD Char Count,1231.8973731709584
Min Year,2001.0
Max Year,2021.0
