Variable,Value
Total Speeches,157.0
Mean Char Count,2561.076433121019
Median Char Count,2516.0
Min Char Count,388.0
Max Char Count,5290.0
SD Char Count,1140.8305203542773
Min Year,1988.0
Max Year,2021.0
