Variable,Value
Total Speeches,389.0
Mean Char Count,3422.7429305912597
Median Char Count,3397.0
Min Char Count,506.0
Max Char Count,8795.0
SD Char Count,1638.4156685094179
Min Year,1997.0
Max Year,2023.0
