Variable,Value
Total Speeches,163.0
Mean Char Count,2201.521472392638
Median Char Count,2076.0
Min Char Count,66.0
Max Char Count,9579.0
SD Char Count,1301.8405742290142
Min Year,2000.0
Max Year,2023.0
