Variable,Value
Total Speeches,336.0
Mean Char Count,3538.4285714285716
Median Char Count,3205.5
Min Char Count,632.0
Max Char Count,14003.0
SD Char Count,2002.2881614417774
Min Year,1998.0
Max Year,2023.0
