Variable,Value
Total Speeches,29.0
Mean Char Count,1516.8275862068965
Median Char Count,1283.0
Min Char Count,327.0
Max Char Count,4077.0
SD Char Count,1008.545277295313
Min Year,2015.0
Max Year,2023.0
