Variable,Value
Total Speeches,54.0
Mean Char Count,1083.4814814814815
Median Char Count,946.0
Min Char Count,340.0
Max Char Count,3039.0
SD Char Count,583.8450214607951
Min Year,2017.0
Max Year,2023.0
