Variable,Value
Total Speeches,827.0
Mean Char Count,4067.9903264812574
Median Char Count,4244.0
Min Char Count,223.0
Max Char Count,14166.0
SD Char Count,2160.476010773239
Min Year,1996.0
Max Year,2023.0
