Variable,Value
Total Speeches,264.0
Mean Char Count,1541.280303030303
Median Char Count,1381.0
Min Char Count,283.0
Max Char Count,6304.0
SD Char Count,849.1426972959318
Min Year,1999.0
Max Year,2023.0
