Variable,Value
Total Speeches,221.0
Mean Char Count,2220.927601809955
Median Char Count,1991.0
Min Char Count,466.0
Max Char Count,10031.0
SD Char Count,1405.4388199252428
Min Year,1996.0
Max Year,2023.0
