Variable,Value
Total Speeches,29.0
Mean Char Count,1608.344827586207
Median Char Count,1783.0
Min Char Count,641.0
Max Char Count,2611.0
SD Char Count,661.636352206842
Min Year,2007.0
Max Year,2014.0
