Variable,Value
Total Speeches,71.0
Mean Char Count,2133.2957746478874
Median Char Count,1903.0
Min Char Count,390.0
Max Char Count,5338.0
SD Char Count,1020.336588643546
Min Year,1999.0
Max Year,2023.0
