Variable,Value
Total Speeches,53.0
Mean Char Count,2928.3207547169814
Median Char Count,1857.0
Min Char Count,536.0
Max Char Count,10171.0
SD Char Count,2272.7889236116334
Min Year,2003.0
Max Year,2023.0
