Variable,Value
Total Speeches,111.0
Mean Char Count,1441.900900900901
Median Char Count,1283.0
Min Char Count,222.0
Max Char Count,4718.0
SD Char Count,773.0882809162806
Min Year,2014.0
Max Year,2023.0
