Variable,Value
Total Speeches,325.0
Mean Char Count,2001.0553846153846
Median Char Count,1888.0
Min Char Count,326.0
Max Char Count,7860.0
SD Char Count,1040.5959489743568
Min Year,2003.0
Max Year,2023.0
