Variable,Value
Total Speeches,52.0
Mean Char Count,1833.9423076923076
Median Char Count,1256.5
Min Char Count,318.0
Max Char Count,8415.0
SD Char Count,1711.7860917933979
Min Year,2008.0
Max Year,2023.0
