Variable,Value
Total Speeches,453.0
Mean Char Count,2846.5011037527593
Median Char Count,2826.0
Min Char Count,602.0
Max Char Count,7910.0
SD Char Count,1096.9863940733107
Min Year,1997.0
Max Year,2023.0
