Variable,Value
Total Speeches,7.0
Mean Char Count,1153.857142857143
Median Char Count,1096.0
Min Char Count,538.0
Max Char Count,1924.0
SD Char Count,537.0410997839392
Min Year,2011.0
Max Year,2023.0
