Variable,Value
Total Speeches,3.0
Mean Char Count,908.6666666666666
Median Char Count,965.0
Min Char Count,733.0
Max Char Count,1028.0
SD Char Count,155.3587246772235
Min Year,2007.0
Max Year,2019.0
