Variable,Value
Total Speeches,187.0
Mean Char Count,2761.5026737967914
Median Char Count,2433.0
Min Char Count,218.0
Max Char Count,28082.0
SD Char Count,2389.578791277658
Min Year,1998.0
Max Year,2023.0
