Variable,Value
Total Speeches,353.0
Mean Char Count,3201.787535410765
Median Char Count,3134.0
Min Char Count,221.0
Max Char Count,14065.0
SD Char Count,1404.5295223534372
Min Year,1988.0
Max Year,2023.0
