Variable,Value
Total Speeches,1035.0
Mean Char Count,3735.848309178744
Median Char Count,3285.0
Min Char Count,331.0
Max Char Count,18829.0
SD Char Count,2325.3319222283885
Min Year,1997.0
Max Year,2023.0
