Variable,Value
Total Speeches,110.0
Mean Char Count,1278.1181818181817
Median Char Count,1129.5
Min Char Count,135.0
Max Char Count,5413.0
SD Char Count,804.5526619836148
Min Year,1997.0
Max Year,2023.0
