Variable,Value
Total Speeches,2522.0
Mean Char Count,3070.229183187946
Median Char Count,2739.5
Min Char Count,198.0
Max Char Count,19639.0
SD Char Count,1826.169773559187
Min Year,1997.0
Max Year,2023.0
