Variable,Value
Total Speeches,275.0
Mean Char Count,1091.389090909091
Median Char Count,997.0
Min Char Count,321.0
Max Char Count,2828.0
SD Char Count,439.2615791496608
Min Year,2007.0
Max Year,2023.0
