Variable,Value
Total Speeches,990.0
Mean Char Count,1403.4767676767676
Median Char Count,1328.5
Min Char Count,135.0
Max Char Count,4694.0
SD Char Count,726.761611399154
Min Year,1998.0
Max Year,2023.0
