Variable,Value
Total Speeches,63.0
Mean Char Count,1698.3809523809523
Median Char Count,1344.0
Min Char Count,399.0
Max Char Count,12453.0
SD Char Count,1551.5058806513923
Min Year,2003.0
Max Year,2023.0
