Variable,Value
Total Speeches,231.0
Mean Char Count,3235.3246753246754
Median Char Count,3149.0
Min Char Count,683.0
Max Char Count,7846.0
SD Char Count,1159.574630872198
Min Year,1996.0
Max Year,2023.0
