Variable,Value
Total Speeches,34.0
Mean Char Count,2644.3529411764707
Median Char Count,2644.5
Min Char Count,316.0
Max Char Count,6562.0
SD Char Count,1716.2740983737601
Min Year,2008.0
Max Year,2023.0
