Variable,Value
Total Speeches,170.0
Mean Char Count,2538.164705882353
Median Char Count,2473.5
Min Char Count,514.0
Max Char Count,11724.0
SD Char Count,1093.0576282285444
Min Year,1996.0
Max Year,2023.0
