Variable,Value
Total Speeches,16.0
Mean Char Count,2411.6875
Median Char Count,2243.5
Min Char Count,982.0
Max Char Count,4186.0
SD Char Count,1083.8114054114767
Min Year,2004.0
Max Year,2023.0
