Variable,Value
Total Speeches,164.0
Mean Char Count,1495.3353658536585
Median Char Count,1113.0
Min Char Count,180.0
Max Char Count,8305.0
SD Char Count,1108.1757090719711
Min Year,2004.0
Max Year,2023.0
