Variable,Value
Total Speeches,78.0
Mean Char Count,515.0128205128206
Median Char Count,456.0
Min Char Count,172.0
Max Char Count,3945.0
SD Char Count,428.8264109667113
Min Year,2012.0
Max Year,2023.0
