Variable,Value
Total Speeches,2658.0
Mean Char Count,3246.7076749435664
Median Char Count,3051.0
Min Char Count,117.0
Max Char Count,65479.0
SD Char Count,2078.3241908269933
Min Year,1986.0
Max Year,2023.0
