Variable,Value
Total Speeches,6450.0
Mean Char Count,2955.3945736434107
Median Char Count,2835.5
Min Char Count,115.0
Max Char Count,65479.0
SD Char Count,1677.5245835159985
Min Year,1986.0
Max Year,2023.0
