Variable,Value
Total Speeches,492.0
Mean Char Count,2166.0650406504064
Median Char Count,2036.0
Min Char Count,218.0
Max Char Count,6584.0
SD Char Count,1086.1811237740103
Min Year,1998.0
Max Year,2023.0
