Variable,Value
Total Speeches,13.0
Mean Char Count,1241.3846153846155
Median Char Count,1132.0
Min Char Count,574.0
Max Char Count,2410.0
SD Char Count,549.5488359344628
Min Year,2013.0
Max Year,2021.0
