Variable,Value
Total Speeches,6.0
Mean Char Count,1242.8333333333333
Median Char Count,1304.5
Min Char Count,551.0
Max Char Count,1942.0
SD Char Count,516.9872016468751
Min Year,2000.0
Max Year,2017.0
