Variable,Value
Total Speeches,2.0
Mean Char Count,1093.5
Median Char Count,1093.5
Min Char Count,901.0
Max Char Count,1286.0
SD Char Count,272.2361107568208
Min Year,2006.0
Max Year,2012.0
