Variable,Value
Total Speeches,169.0
Mean Char Count,1796.9467455621302
Median Char Count,1461.0
Min Char Count,262.0
Max Char Count,14724.0
SD Char Count,1497.0803500574161
Min Year,1998.0
Max Year,2023.0
