Variable,Value
Total Speeches,230.0
Mean Char Count,3177.813043478261
Median Char Count,3274.0
Min Char Count,130.0
Max Char Count,8057.0
SD Char Count,1210.941138485748
Min Year,1998.0
Max Year,2023.0
