Variable,Value
Total Speeches,53.0
Mean Char Count,1087.1509433962265
Median Char Count,985.0
Min Char Count,413.0
Max Char Count,1978.0
SD Char Count,449.7384451941276
Min Year,2005.0
Max Year,2017.0
