Variable,Value
Total Speeches,31.0
Mean Char Count,2027.967741935484
Median Char Count,1525.0
Min Char Count,282.0
Max Char Count,4094.0
SD Char Count,1290.2564469611193
Min Year,2004.0
Max Year,2021.0
