Variable,Value
Total Speeches,914.0
Mean Char Count,2012.1356673960613
Median Char Count,1865.0
Min Char Count,164.0
Max Char Count,6532.0
SD Char Count,981.9683237269488
Min Year,1997.0
Max Year,2023.0
