Variable,Value
Total Speeches,527.0
Mean Char Count,2670.9392789373815
Median Char Count,2651.0
Min Char Count,273.0
Max Char Count,6139.0
SD Char Count,836.3658327501636
Min Year,1986.0
Max Year,2023.0
