Variable,Value
Total Speeches,74.0
Mean Char Count,3589.972972972973
Median Char Count,2482.0
Min Char Count,423.0
Max Char Count,11896.0
SD Char Count,2847.464375391297
Min Year,2004.0
Max Year,2023.0
