Variable,Value
Total Speeches,169.0
Mean Char Count,1884.680473372781
Median Char Count,1655.0
Min Char Count,493.0
Max Char Count,7205.0
SD Char Count,984.8398973871281
Min Year,2004.0
Max Year,2022.0
