Variable,Value
Total Speeches,66.0
Mean Char Count,2782.257575757576
Median Char Count,2779.5
Min Char Count,563.0
Max Char Count,6090.0
SD Char Count,1157.295711304273
Min Year,2001.0
Max Year,2023.0
